category,Event,Customer_IP,Event_Time,Product_ID,Quantity,Collection_Name,Search_Term,Time_On_Page,Product_Name,session
Engagement,Collection,49.207.233.160,2025-01-26 15:22:31.065000+00:00,,,best-sellers,,312.198,,1
Engagement,Product,49.207.233.160,2025-01-26 16:15:35.356000+00:00,12088223891,,,,2338.272,brightening serum,1
Engagement,Collection,49.207.246.143,2025-01-25 11:33:33.480000+00:00,,,best-sellers,,0.255,,1
Engagement,Product,49.32.195.197,2025-01-25 06:29:46.602000+00:00,6895610134595,,,,872.181,gheesutra hand and foot cream,1
Engagement,Collection,49.32.195.197,2025-01-25 06:37:15.312000+00:00,,,best-sellers,,12.195,,1
Engagement,Product,49.36.107.78,2025-01-25 17:07:02.601000+00:00,393865887773,,,,2.901,deep cleanse facial ubtan,1
Engagement,Collection,49.36.184.205,2025-01-27 02:59:33.505000+00:00,,,lips-care,,12.432,,1
Engagement,Collection,49.36.184.205,2025-01-27 03:01:34.747000+00:00,,,lips-care,,11.72,,1
Engagement,Collection,49.36.184.205,2025-01-27 03:03:14.835000+00:00,,,lips-care,,4.513,,1
Engagement,Collection,49.36.184.205,2025-01-27 03:04:09.840000+00:00,,,lips-care,,3.6,,1
Engagement,Home,49.36.69.26,2025-01-24 08:32:45.250000+00:00,,,,,57.626,,1
Engagement,Home,49.36.69.26,2025-01-24 08:32:56.578000+00:00,,,,,11.332,,1
Engagement,Home,49.36.69.26,2025-01-24 08:32:57.734000+00:00,,,,,1.149,,1
Engagement,Home,49.36.69.26,2025-01-24 08:33:02.727000+00:00,,,,,4.999,,1
Engagement,Collection,49.37.129.246,2025-01-25 06:00:27.766000+00:00,,,gheesutra-collection,,7.481,,1
Engagement,Cart Add,49.37.162.159,2025-01-25 07:53:45.230000+00:00,6597541396547,1,,,,Soothing Lip Oil,1
Engagement,Collection,49.37.162.159,2025-01-25 07:54:01.555000+00:00,,,gheesutra-collection,,19.249,,1
Engagement,Home,49.37.249.128,2025-01-25 04:36:53.364000+00:00,,,,,72181.972,,1
Engagement,Collection,49.43.201.95,2025-01-24 08:15:41.806000+00:00,,,gheesutra-collection,,32.704,,1
Engagement,Collection,49.43.201.95,2025-01-24 08:15:50.179000+00:00,,,gheesutra-collection,,8.931,,1
Engagement,Home,49.43.90.212,2025-01-26 13:23:09.319000+00:00,,,,,16478.512,,1
Engagement,Home,58.84.60.205,2025-01-27 06:26:03.503000+00:00,,,,,113.395,,1
Engagement,Collection,58.84.60.205,2025-01-27 06:26:14.522000+00:00,,,all,,8.912,,1
Engagement,Home,58.84.60.205,2025-01-27 06:26:51.015000+00:00,,,,,35.765,,1
Engagement,Home,58.84.60.205,2025-01-27 06:59:16.528000+00:00,,,,,1937.011,,1
Engagement,Product,58.84.60.205,2025-01-27 08:20:01.055000+00:00,7319643390019,,,,4834.884,illuminate kohl kajal,2
Engagement,Collection,58.84.62.250,2025-01-25 10:12:37.832000+00:00,,,best-sellers,,35.205,,1
Engagement,Collection,58.84.62.250,2025-01-25 10:14:09.278000+00:00,,,best-sellers,,92.037,,1
Engagement,Collection,58.84.62.250,2025-01-25 10:14:39.376000+00:00,,,best-sellers,,30.102,,1
Engagement,Cart Add,58.84.62.250,2025-01-25 16:13:12.791000+00:00,7349461188675,1,,,,Luminous Kohl Kajal -Royal Blue,2
Engagement,Collection,76.184.241.208,2025-01-27 03:52:49.825000+00:00,,,gifting,,13.724,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:17:16.529000+00:00,,,gifting,,1466.805,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:17:31.413000+00:00,,,gifting,,14.883,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:17:36.765000+00:00,,,gifting,,5.348,,1
Engagement,Cart Add,76.184.241.208,2025-01-27 04:19:54.717000+00:00,6994924732483,1,,,,luminous kohl kajal matte blue,1
Engagement,Collection,76.184.241.208,2025-01-27 04:20:53.494000+00:00,,,gifting,,9.882,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:20:58.865000+00:00,,,gifting,,5.449,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:21:25.223000+00:00,,,gifting,,26.358,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:21:45.161000+00:00,,,gifting,,19.937,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:22:20.089000+00:00,,,gifting,,11.304,,1
Engagement,Cart Add,76.184.241.208,2025-01-27 04:22:20.240000+00:00,7319643390019,1,,,,Illuminate Kohl Kajal -Matte Black,1
Engagement,Collection,76.184.241.208,2025-01-27 04:22:55.045000+00:00,,,gifting,,34.955,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:23:37.712000+00:00,,,gifting,,35.835,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:23:51.028000+00:00,,,gifting,,13.316,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:24:00.396000+00:00,,,gifting,,9.367,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:24:37.342000+00:00,,,gifting,,8.441,,1
Engagement,Cart Add,76.184.241.208,2025-01-27 04:24:37.495000+00:00,7350186967107,1,,,,Christmas Celebrations Box,1
Engagement,Collection,76.184.241.208,2025-01-27 04:24:42.388000+00:00,,,gifting,,5.046,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:24:52.155000+00:00,,,gifting,,9.767,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:24:58.146000+00:00,,,gifting,,5.99,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:25:42.437000+00:00,,,gifting,,6.235,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:25:56.740000+00:00,,,gifting,,14.416,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:26:07.978000+00:00,,,gifting,,11.238,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:26:32.778000+00:00,,,gifting,,24.799,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:26:41.929000+00:00,,,gifting,,9.152,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:32:15.122000+00:00,,,gifting,,4.076,,1
Engagement,Collection,76.184.241.208,2025-01-27 04:32:20.361000+00:00,,,gifting,,5.405,,1
Engagement,Product,76.184.241.208,2025-01-27 04:38:36.550000+00:00,6597520556099,,,,351.905,timeless lip oil,1
Engagement,Cart Remove,76.184.241.208,2025-01-27 04:42:06.028000+00:00,6919629996099,,,,,Free Gheesutrā Ritual Collection,1
Engagement,Collection,76.97.166.30,2025-01-27 01:42:31.162000+00:00,,,best-sellers,,11.56,,1
Engagement,Cart Add,76.97.166.30,2025-01-27 01:43:05.078000+00:00,6919629996099,1,,,,Free Gheesutrā Ritual Collection,1
Engagement,Collection,76.97.166.30,2025-01-27 01:43:05.175000+00:00,,,best-sellers,,33.334,,1
Engagement,Cart Add,78.61.160.203,2025-01-25 14:28:22.536000+00:00,6945815134275,1,,,,Shankara Essence Lotus Rose,1
Engagement,Collection,78.61.160.203,2025-01-25 14:28:26.587000+00:00,,,candle,,63486.238,,1
Engagement,Home,82.131.34.122,2025-01-27 08:55:09.033000+00:00,,,,,8.8,,1
Engagement,Collection,82.131.34.122,2025-01-27 09:02:38.432000+00:00,,,best-sellers,,448.406,,1
Engagement,Collection,82.131.34.122,2025-01-27 09:03:15.604000+00:00,,,best-sellers,,37.574,,1
Engagement,Cart Add,96.244.133.23,2025-01-26 00:42:13.068000+00:00,6919629996099,1,,,,timeless restorative skin elixir,1
Engagement,Collection,96.244.133.23,2025-01-26 00:43:08.685000+00:00,,,best-sellers,,31.906,,1
Engagement,Collection,96.244.133.23,2025-01-26 00:43:31.949000+00:00,,,best-sellers,,23.315,,1
Engagement,Collection,97.70.107.187,2025-01-26 05:04:40.762000+00:00,,,best-sellers,,2361.322,,1
Engagement,Collection,97.70.107.187,2025-01-26 18:24:46.303000+00:00,,,hair-and-facial-tools,,50.99,,2
